"CustomerID","RegistrationDate","Age","Gender","IncomeLevel","Country","City","TotalPurchases","AverageOrderValue","CustomerLifetimeValue","FavoriteCategory","SecondFavoriteCategory","EmailEngagementRate","SocialMediaEngagementRate","MobileAppUsage","CustomerServiceInteractions","AverageSatisfactionScore","EmailConversionRate","SocialMediaConversionRate","SearchEngineConversionRate","RepeatCustomer","PremiumMember","HasReturnedItems"
"CUST01017",2018-05-10,35,"Male","Low","Germany","London",8,65.9966852964302,602.353731493419,"Beauty","Toys",0.133020271542275,0.281752660691942,"Never",2,7.847227323338,0.113295511182056,0.224770047573821,0.143746504121774,"Yes","Yes","No"
"CUST01018",2023-01-20,37,"Other","Very High","Australia","London",2,13.0723005781029,229.416794775108,"Sports","Home Goods",0.478423151450364,0.293204564451971,"Never",3,6.6887484710352,0.153703293898518,0.175253252550109,0.101642659594448,"Yes","No","No"
"CUST01020",2019-11-24,39,"Female","Very High","Australia","London",6,30.135997420414,203.880143004879,"Home Goods","Toys",0.260211217540107,0.186527744297072,"Medium",0,3.27403901706652,0.187960049149362,0.133034408082192,0.141262845210098,"Yes","No","Yes"
"CUST01021",2021-10-26,15,"Other","Low","Canada","New York",8,4.2921437833323,771.246463996882,"Sports","Toys",0.104343922273694,0.197937831207798,"Low",2,3.23422537769968,0.217361374672299,0.137019957291275,0.24736399806603,"Yes","No","Yes"
"CUST01022",2020-03-04,52,"Male","Very High","Canada","New York",8,68.875891097194,605.2497345014,"Clothing","Electronics",0.289736890631496,0.515689553284848,"High",2,8.51789743006443,0.101313285502833,0.126123561088114,0.0345083920137229,"Yes","No","No"
"CUST01023",2018-01-29,33,"Male","Very High","Germany","London",3,177.343696112944,406.577936482678,"Beauty","Home Goods",0.0332374709288889,0.338529489673055,"Never",6,4.45641260739145,0.127174371542298,0.265776332171847,0.117326370770507,"Yes","No","Yes"
"CUST01026",2023-08-21,59,"Other","Very High","USA","Los Angeles",3,98.4332794061723,307.671693685744,"Home Goods","Toys",0.439688969677729,0.124071482246263,"High",1,5.7225942284179,0.336683851454018,0.198619038429204,0.152879050669056,"Yes","No","No"
"CUST01027",2021-02-10,17,"Other","High","Japan","Los Angeles",7,191.166566929232,771.246463996882,"Beauty","Toys",0.536094052214843,0.446629242788122,"Never",3,6.77420004538013,0.074519836247098,0.171487178007048,0.038626967166762,"Yes","Yes","No"
"CUST01029",2021-06-04,66,"Prefer not to say","Low","Japan","Sydney",6,52.9382743623667,256.813423936025,"Clothing","Books",0.334595935388783,0.52517171801521,"Medium",2,6.01855738748492,0.123437996655922,0.282872126151898,0.208388052869348,"Yes","No","No"
"CUST01031",2018-04-08,47,"Other","Medium","France","Paris",5,25.4822193135863,41.0314091420531,"Sports","Home Goods",0.311781648247158,0.399878645657948,"High",2,6.6651116679626,0.1973032383091,0.0880008429902443,0.0626127429306333,"Yes","No","Yes"
"CUST01033",2020-01-28,35,"Male","High","UK","Los Angeles",3,33.8962712742169,124.529761566916,"Electronics","Food",0.237244934393574,0.227154664827352,"Low",3,6.04490545312621,0.12049559153036,0.335161932922661,0.127138127259498,"Yes","No","No"
"CUST01034",2019-02-10,35,"Male","Medium","USA","Paris",5,185.202589672542,957.275615085629,"Beauty","Home Goods",0.184110864229218,0.575959052627762,"Medium",1,7.92622543293427,0.0946046145414574,0.0161696812107685,0.0863066754087091,"Yes","No","Yes"
"CUST01036",2021-08-05,39,"Male","High","Other","New York",8,191.166566929232,215.222034602484,"Sports","Clothing",0.477366551394101,0.287286465962056,"Never",2,6.88264513874287,0.0489422556959684,0.191746312754368,0.25644407759836,"Yes","No","No"
"CUST01042",2019-04-27,59,"Male","Very High","UK","Paris",3,130.146349516295,488.243479947638,"Electronics","Food",0.120093114690775,0.276121674906717,"Medium",2,6.8012673497363,0.0854444007327202,0.154156961045768,0.196768645212222,"Yes","No","Yes"
"CUST01043",2018-06-03,28,"Other","Low","Australia","New York",9,118.576803679588,988.483048814399,"Beauty","Books",0.27264259859087,0.282332192712872,"High",4,9.37830346293659,0.256827904661704,0.153313908024316,0.199018096560358,"Yes","No","No"
"CUST01045",2020-12-28,35,"Other","Low","Germany","New York",9,147.534700235149,771.246463996882,"Food","Electronics",0.224792248827288,0.570411649576293,"High",2,6.77301496797525,0.157155663492464,0.0718781783031825,0.242141236154358,"Yes","No","No"
"CUST01046",2020-11-06,21,"Male","Medium","UK","Los Angeles",5,106.446139302537,632.980647917141,"Beauty","Clothing",0.0867544126235464,0.181665369102182,"Never",0,6.30582215928733,0.0659453009384902,0.3154634319653,0.174123695614982,"Yes","Yes","No"
"CUST01047",2022-07-23,38,"Male","Medium","Canada","Tokyo",9,18.1241906272826,86.4070877632503,"Toys","Books",0.447703829350795,0.415251446797565,"High",0,7.63406516001892,0.0657002287281654,0.289980111886311,0.449983589772517,"Yes","Yes","Yes"
"CUST01048",2021-05-25,35,"Prefer not to say","Medium","USA","Other",7,93.6988545247169,512.095835351958,"Sports","Home Goods",0.474623098375331,0.332055209433303,"Medium",2,7.23932541829116,0.182657740760658,0.228996036375879,0.19679163458547,"Yes","No","Yes"
"CUST01050",2020-07-27,32,"Other","Medium","Australia","Sydney",2,27.4412729583193,771.246463996882,"Home Goods","Food",0.11622982555596,0.17297492557219,"Never",1,8.55247482656588,0.0628041948711816,0.168803095245859,0.135436257620156,"Yes","No","No"
"CUST01051",2022-06-28,17,"Prefer not to say","Medium","Canada","New York",5,9.510362421422,771.246463996882,"Home Goods","Books",0.283203543608665,0.287286465962056,"Never",5,8.23982659143259,0.236278617149867,0.105284077425887,0.0971319912799184,"Yes","No","Yes"
"CUST01052",2023-09-21,27,"Other","Very High","Canada","London",9,73.4244871096686,668.792841148364,"Electronics","Home Goods",0.509509949289331,0.376090269815878,"Never",2,8.00024455086088,0.399693942139605,0.112546137062259,0.157513533763244,"Yes","No","Yes"
"CUST01053",2018-01-25,16,"Other","Low","Canada","New York",2,191.166566929232,771.246463996882,"Home Goods","Beauty",0.17628918307935,0.275807619696676,"Never",1,6.98536480039528,0.248560787561986,0.288213960462228,0.164605993193564,"Yes","Yes","No"
"CUST01055",2018-05-11,61,"Other","Medium","Germany","Berlin",5,28.5792674106476,77.7650036669628,"Food","Home Goods",0.0627234530534202,0.265491755238522,"High",5,6.9997606146657,0.0948715502689734,0.0530212120128012,0.104336054308145,"Yes","Yes","No"
"CUST01056",2021-06-06,53,"Male","Low","UK","Los Angeles",2,186.594025899086,378.354969696711,"Electronics","Home Goods",0.0877340499272092,0.527415559028115,"High",3,4.28293948120195,0.1973032383091,0.183511469365638,0.159210814020663,"Yes","No","No"
"CUST01058",2018-06-21,42,"Male","Medium","Japan","London",7,59.0892609029264,441.148700757619,"Electronics","Electronics",0.0550603938573063,0.541355716348859,"Medium",3,9.29307511364961,0.107950122869214,0.297198654553796,0.102352615034981,"Yes","Yes","No"
"CUST01064",2022-03-01,18,"Other","Low","Other","Other",1,21.9055940663902,50.1870123064281,"Home Goods","Home Goods",0.270680116423674,0.068405521763376,"Low",1,4.99643988941919,0.249142466227438,0.110958689693296,0.0747677512849192,"No","No","Yes"
"CUST01066",2020-12-28,15,"Female","Medium","Other","Berlin",2,86.2157653542428,771.246463996882,"Food","Toys",0.105263076703164,0.203569164508614,"Never",0,6.02787482278537,0.1973032383091,0.179181214695037,0.273039732072989,"Yes","Yes","No"
"CUST01068",2018-12-05,45,"Female","Medium","France","Tokyo",5,76.3558479767302,421.857186234639,"Toys","Toys",0.124663150635829,0.25540386537326,"Never",1,8.25136320094569,0.119931413146691,0.175813645904086,0.069056601914138,"Yes","No","No"
"CUST01069",2022-12-05,15,"Female","Very High","UK","Paris",4,20.0410803344978,151.657450032158,"Toys","Beauty",0.104928400753284,0.195287137052274,"Medium",1,2.21412784408386,0.191524283949431,0.234141450755208,0.317640321751528,"Yes","No","Yes"
"CUST01071",2022-02-17,15,"Other","Very High","France","New York",5,20.1560512454154,107.215918397869,"Beauty","Electronics",0.267437722191457,0.244862882627203,"Never",3,9.47219592587006,0.038687454226681,0.0808868404326769,0.116429072708233,"Yes","No","Yes"
"CUST01072",2019-12-11,32,"Female","Low","France","London",9,31.7574264887767,522.9490754908,"Beauty","Beauty",0.40235243054443,0.238188163801556,"Low",1,9.56901266800583,0.225836130455606,0.213902493094964,0.415750512255462,"Yes","No","No"
"CUST01073",2021-05-08,15,"Other","Very High","Germany","Other",5,21.1837527333699,108.494824321728,"Clothing","Sports",0.178581206585909,0.287286465962056,"Never",1,9.1438115477342,0.396966201771571,0.268156225302906,0.304834938179449,"Yes","Yes","Yes"
"CUST01074",2021-01-17,55,"Prefer not to say","Medium","Canada","Tokyo",2,137.313710071983,287.663900447077,"Beauty","Beauty",0.160170215915403,0.412761723383853,"Medium",0,6.10007356826589,0.111250155241932,0.263369303443734,0.183018630998421,"Yes","No","No"
"CUST01075",2021-07-15,41,"Prefer not to say","Low","USA","Other",4,59.3376967078934,177.162076470154,"Sports","Clothing",0.192496983286742,0.231508302647306,"Never",1,4.63616425224676,0.217866424342962,0.271663965028563,0.157266639047086,"Yes","No","No"
"CUST01076",2019-05-04,43,"Prefer not to say","Very High","USA","Other",7,77.4059536929926,448.060172349517,"Beauty","Home Goods",0.225539630026534,0.228721972864245,"High",1,8.11233818652386,0.1973032383091,0.453898037750193,0.39718223761596,"Yes","No","No"
"CUST01079",2020-02-17,44,"Male","Very High","USA","Sydney",8,69.2323772678843,554.996535121937,"Sports","Home Goods",0.315355223026508,0.172915198479644,"Medium",0,9.56394621291568,0.223517816565881,0.0592919250068279,0.376320246892989,"Yes","Yes","No"
"CUST01082",2019-02-05,33,"Other","Very High","Canada","Berlin",6,38.0392354063856,135.478124791119,"Beauty","Books",0.283203543608665,0.388213547677525,"Low",1,4.44690687559177,0.0838470195177377,0.123915593591739,0.353710734962023,"Yes","No","No"
"CUST01084",2018-09-07,28,"Other","Medium","UK","London",4,44.9550978699111,318.918217052989,"Home Goods","Home Goods",0.155431659716312,0.0941330138137539,"Low",3,7.33745686396309,0.155082284438336,0.0604074976788372,0.388136914508438,"Yes","No","Yes"
"CUST01085",2019-01-26,24,"Other","Medium","Canada","Berlin",3,30.9601633121215,11.7605113919998,"Beauty","Clothing",0.286774706573333,0.287286465962056,"High",6,4.44496335858753,0.239519397863527,0.0890682005110255,0.369222316156614,"Yes","Yes","No"
"CUST01086",2018-12-01,45,"Other","Very High","Japan","London",5,160.975669165173,1052.6432435137,"Food","Sports",0.288939305112112,0.0995357256677728,"Medium",3,6.55742371992639,0.154434541050572,0.228742908606239,0.176780509401395,"Yes","No","No"
"CUST01087",2020-12-28,15,"Other","Very High","USA","Tokyo",4,86.4629810499037,345.106270541273,"Food","Sports",0.364062079130977,0.360468788066012,"High",3,6.07111975410974,0.132237000246406,0.163031488516424,0.117209294045208,"Yes","No","No"
"CUST01088",2018-05-17,56,"Other","Very High","UK","Los Angeles",8,26.6606002280962,356.413083260272,"Clothing","Books",0.175832927155865,0.163775012898645,"Never",4,6.72282985857722,0.0208210901101441,0.27923635697993,0.190694025983164,"Yes","Yes","No"
"CUST01089",2022-03-02,49,"Other","High","Japan","Other",5,36.6227186835609,771.246463996882,"Home Goods","Home Goods",0.492145580420073,0.242470711347447,"Medium",0,6.5400853547545,0.234807993688949,0.229761885442966,0.108469436721545,"Yes","No","No"
"CUST01091",2019-12-28,32,"Prefer not to say","Very High","USA","New York",3,145.957816915217,434.468104686629,"Home Goods","Food",0.334377228140709,0.23573703081334,"High",1,6.77200951168761,0.134942623246487,0.0878384603590451,0.199018096560358,"Yes","No","No"
"CUST01093",2020-09-16,34,"Male","Medium","USA","London",6,57.0243897758561,364.77778871306,"Home Goods","Home Goods",0.578893268285881,0.329474357547761,"Low",3,8.21675862976055,0.183012989673017,0.0390527302025201,0.253366307150398,"Yes","No","No"
"CUST01094",2020-07-23,30,"Other","Medium","Other","Tokyo",3,55.540524930959,771.246463996882,"Beauty","Food",0.177234049724832,0.297471718804044,"Medium",4,9.19550464351697,0.0748353899272682,0.168001186809163,0.285964191221278,"Yes","No","No"
"CUST01096",2022-01-06,66,"Other","Very High","USA","Tokyo",1,26.4616644435967,83.5053442256094,"Clothing","Beauty",0.175351185690106,0.0887020318118309,"High",4,7.97124211864631,0.227770831398063,0.129250329510749,0.195995330853885,"No","Yes","No"
"CUST01097",2019-09-07,20,"Prefer not to say","Very High","Other","London",7,6.87851253575458,771.246463996882,"Food","Beauty",0.395049097708194,0.295827768172978,"Low",4,8.95265654893699,0.0891507959880695,0.123871533182752,0.158412362795005,"Yes","Yes","Yes"
"CUST01098",2021-07-20,41,"Male","High","Other","London",0,32.7298864513088,77.3335112809149,"Home Goods","Beauty",0.322850252291814,0.283791256544398,"Never",1,7.65696767708991,0.223868605599713,0.27257056877697,0.129813631233923,"No","No","No"
"CUST01102",2021-04-09,53,"Prefer not to say","High","USA","London",4,39.4150746957284,126.666614016489,"Clothing","Books",0.219568117644397,0.339298740191451,"Never",1,7.14016379602657,0.338655860641835,0.0543447784317578,0.267193908615384,"Yes","No","No"
"CUST01103",2018-07-02,33,"Other","Medium","Canada","Other",8,191.166566929232,219.109985788185,"Electronics","Books",0.281130350161438,0.418179534990295,"Medium",4,10,0.133537146915336,0.202979806773112,0.107779564768509,"Yes","No","No"
"CUST01105",2018-02-08,59,"Other","Medium","Germany","London",6,13.8764219807232,221.074619925783,"Toys","Home Goods",0.191999853998897,0.678101046063335,"Medium",0,10,0.184189249866904,0.145874094235297,0.161374581397346,"Yes","Yes","No"
"CUST01106",2021-10-04,24,"Male","Very High","Australia","Los Angeles",2,117.856898968559,194.410752669902,"Sports","Electronics",0.0498760004821784,0.136704170532739,"Never",1,8.87109701384956,0.184605802564886,0.0836189430889025,0.169246551158319,"Yes","Yes","No"
"CUST01107",2020-07-09,45,"Female","High","France","Los Angeles",5,46.5077336020842,396.541097336084,"Clothing","Home Goods",0.263150776580968,0.395635082270411,"Never",2,9.77389895636686,0.0951499152802936,0.303677876557366,0.0465382530393358,"Yes","No","No"
"CUST01108",2018-01-16,25,"Female","Low","Australia","Los Angeles",3,17.1232145522169,28.4260221676391,"Sports","Food",0.164912064621541,0.331603822053759,"High",1,6.20218404297895,0.135884254544182,0.198619038429204,0.369321118437301,"Yes","No","Yes"
"CUST01110",2021-12-20,61,"Prefer not to say","Low","Other","Paris",5,12.9388947353098,80.4716815459236,"Beauty","Home Goods",0.226282794492368,0.119696258640196,"High",2,6.02111376073346,0.421098070332197,0.0985243564139339,0.11488715858387,"Yes","No","No"
"CUST01111",2021-02-05,31,"Female","Medium","Japan","Sydney",1,23.0804799151991,771.246463996882,"Beauty","Electronics",0.291961050252398,0.59616596014288,"Never",2,8.52593363196901,0.293933437530992,0.298565893687308,0.151859248681509,"No","No","No"
"CUST01113",2020-01-09,24,"Other","High","Other","London",6,13.1079779716578,35.7300351381143,"Electronics","Books",0.00340314621560925,0.263561909348415,"Medium",2,8.41903725845536,0.142241702462125,0.10094591381792,0.0760314647592516,"Yes","No","No"
"CUST01114",2019-06-30,71,"Prefer not to say","Very High","UK","Paris",7,31.4240793410272,170.411408975153,"Clothing","Food",0.0450717889095524,0.130480171687853,"Never",2,7.96901602617417,0.0215084727476737,0.05258394880359,0.165334246792415,"Yes","No","No"
"CUST01115",2018-09-08,26,"Male","Very High","Other","London",7,40.5156932202254,333.577902837645,"Books","Electronics",0.430440007526701,0.26067513785663,"High",1,6.9599984341166,0.0787544620050466,0.0568082877673196,0.153246632686917,"Yes","No","Yes"
"CUST01116",2020-01-29,61,"Prefer not to say","Medium","France","Tokyo",8,3.03376729501301,771.246463996882,"Electronics","Home Goods",0.201623388996909,0.173289917254035,"Never",2,6.9599984341166,0.0391117511809481,0.131486774110977,0.176152459598314,"Yes","No","Yes"
"CUST01117",2022-12-10,25,"Prefer not to say","Very High","Japan","London",2,22.0220574628603,133.2063962091,"Sports","Home Goods",0.108490089293434,0.232957759327152,"Never",2,8.60974090046457,0.286645351633703,0.222528133199609,0.107119363822536,"Yes","No","No"
"CUST01118",2021-07-21,25,"Prefer not to say","High","France","Berlin",5,82.5534519632422,284.946830251042,"Toys","Food",0.379797333488059,0.0708983331498052,"Medium",4,9.36350455043125,0.204150140308811,0.298353284344739,0.466217152818753,"Yes","Yes","No"
"CUST01119",2022-06-20,46,"Other","Low","Germany","Sydney",9,68.337798426051,598.087400157879,"Books","Food",0.169764858027127,0.251288782055534,"Medium",0,5.76946832338525,0.120488991382339,0.198619038429204,0.257952820310198,"Yes","No","Yes"
"CUST01122",2018-01-29,35,"Other","High","USA","Other",3,4.24785773863689,771.246463996882,"Electronics","Beauty",0.235405452669817,0.287286465962056,"Medium",1,4.38297767365645,0.0715218936759618,0.113419740958577,0.112710455841955,"Yes","No","Yes"
"CUST01125",2019-04-22,52,"Other","Medium","USA","Berlin",4,32.6705248479101,771.246463996882,"Books","Beauty",0.283203543608665,0.157132964650896,"Low",2,5.33001294386711,0.328101483383867,0.375818246839863,0.199018096560358,"Yes","No","No"
"CUST01127",2018-09-02,50,"Other","Low","Australia","London",5,61.3839834594942,391.211564420267,"Beauty","Home Goods",0.511358531127493,0.189778977033099,"Medium",0,9.72317054765435,0.1973032383091,0.141634613293005,0.0301028969400922,"Yes","Yes","Yes"
"CUST01128",2020-01-18,27,"Other","High","Germany","Berlin",3,12.9748255075225,771.246463996882,"Beauty","Clothing",0.224113329452376,0.146336413137586,"Never",0,6.08197116953128,0.0700198916805211,0.318451768783105,0.470849584472085,"Yes","No","No"
"CUST01130",2018-09-29,32,"Other","Very High","USA","Other",3,94.0157744906537,147.688274256801,"Beauty","Home Goods",0.430799241512018,0.222086773801184,"Never",1,9.05462308410494,0.234493898596521,0.0928653927434545,0.0548901971121141,"Yes","No","No"
"CUST01131",2022-11-07,20,"Prefer not to say","Very High","Australia","Tokyo",2,57.7994171988867,771.246463996882,"Sports","Sports",0.200949460513758,0.58987699523334,"High",1,6.52500810636326,0.00496237898846876,0.238989519201972,0.127910792247558,"Yes","No","No"
"CUST01133",2018-09-23,53,"Other","Low","Germany","Sydney",8,17.5830767200514,268.155834524237,"Beauty","Books",0.605019087042684,0.12805234538482,"Never",3,8.86303080324514,0.117795350716553,0.29907545003666,0.252181465400016,"Yes","Yes","Yes"
"CUST01134",2020-07-09,35,"Prefer not to say","Low","Australia","Paris",7,33.6322895796559,284.486883385337,"Sports","Beauty",0.109708312320462,0.508812429292113,"High",5,6.72299961248023,0.129071501083838,0.154344793039067,0.0134565444488765,"Yes","No","No"
"CUST01137",2023-08-13,31,"Other","Very High","UK","Paris",4,52.3508041012413,354.687756386567,"Food","Home Goods",0.426823356147983,0.43659402207516,"Never",2,8.38355522296472,0.202871216049723,0.229760371567306,0.0202968631480565,"Yes","Yes","No"
"CUST01138",2021-03-11,27,"Other","Very High","USA","Paris",5,13.9310545800832,771.246463996882,"Toys","Home Goods",0.283203543608665,0.585202175622723,"High",2,3.24794777887468,0.147031429616349,0.205093491077029,0.343215831261404,"Yes","No","No"
"CUST01140",2023-07-27,26,"Other","Medium","USA","Tokyo",3,44.2336669893416,114.823504474286,"Beauty","Toys",0.283203543608665,0.373696666094136,"Never",3,7.74850539671971,0.227104767763604,0.120964264329199,0.107885364853188,"Yes","No","Yes"
"CUST01141",2018-05-26,60,"Prefer not to say","Very High","Germany","Los Angeles",8,14.3777618345269,65.3611010035397,"Food","Sports",0.393095812137849,0.230876045593049,"Never",0,7.4619853260133,0.1973032383091,0.195686580809868,0.199018096560358,"Yes","No","Yes"
"CUST01143",2018-10-20,27,"Prefer not to say","Medium","Canada","Paris",2,63.1461974861658,224.639916200223,"Clothing","Food",0.365951860145658,0.290209691517085,"Never",1,10,0.154430478155221,0.146960297146649,0.138903308925448,"Yes","Yes","No"
"CUST01144",2019-03-08,39,"Other","Very High","USA","Other",6,91.6639983515091,653.359149931679,"Books","Home Goods",0.114928386691987,0.417288775052299,"Low",2,7.65819753382266,0.109706591917794,0.060813374760974,0.225442390591532,"Yes","No","Yes"
"CUST01145",2019-12-06,42,"Female","Medium","USA","Los Angeles",9,31.8780941658659,126.669351980899,"Toys","Home Goods",0.150259161211806,0.321649749034706,"Never",2,6.9599984341166,0.43917112489393,0.129367801543359,0.241708385920351,"Yes","No","No"
"CUST01146",2023-06-22,47,"Other","Very High","France","Paris",5,17.7502561128785,13.882340317186,"Electronics","Toys",0.217205986765998,0.111810038989778,"Never",4,6.0002236724999,0.0753410133340965,0.293275904833038,0.226512755306346,"Yes","Yes","No"
"CUST01148",2020-08-21,37,"Prefer not to say","Very High","Australia","Other",5,19.0750155555022,771.246463996882,"Books","Clothing",0.238656527710354,0.398394517471276,"High",3,5.54435518372621,0.213872546524782,0.261226370711332,0.294599622261509,"Yes","No","No"
"CUST01150",2023-01-03,44,"Female","Medium","Canada","New York",7,191.166566929232,121.897478657906,"Toys","Electronics",0.160955040004151,0.287286465962056,"High",3,6.11117058104483,0.130712925620187,0.0603090580766164,0.0730055736954187,"Yes","No","No"
"CUST01152",2020-07-27,15,"Male","High","Germany","Paris",3,48.5815750742149,141.817704039393,"Sports","Toys",0.407437021955933,0.20565241182804,"High",4,6.94678168524365,0.31974900572862,0.122067260241469,0.218364400767571,"Yes","Yes","No"
"CUST01157",2018-01-11,15,"Prefer not to say","Very High","France","Los Angeles",7,39.1661961474074,313.659577261258,"Beauty","Books",0.39275547287659,0.081684561021924,"Never",2,7.46192199668632,0.1973032383091,0.193177530955672,0.0352977457588724,"Yes","No","No"
"CUST01159",2023-02-12,30,"Prefer not to say","Medium","UK","Paris",2,38.4769461724113,771.246463996882,"Electronics","Beauty",0.283203543608665,0.353660190049773,"Low",5,9.06470006202419,0.139428135492196,0.256489410434497,0.267086990402392,"Yes","No","Yes"
"CUST01162",2022-05-27,15,"Male","Medium","Japan","Paris",7,38.9474383007096,371.949877825816,"Books","Home Goods",0.454213418690954,0.549665949032116,"High",1,6.88223918949215,0.118202516637324,0.397406549920445,0.0906205487989366,"Yes","No","No"
"CUST01163",2021-08-26,36,"Other","Low","Australia","Los Angeles",2,44.4229333308787,57.6039062152812,"Clothing","Home Goods",0.283203543608665,0.256193593554806,"Never",3,5.21203274889592,0.307270589764034,0.0975127382018354,0.0163065319090077,"Yes","No","No"
"CUST01164",2020-06-03,42,"Other","Low","France","Sydney",5,36.9457400635884,185.490171195042,"Toys","Home Goods",0.24846223435201,0.150618224633689,"Never",2,8.29767430335456,0.344792334283552,0.0944591333869487,0.0588331550989956,"Yes","No","No"
"CUST01165",2021-10-21,39,"Prefer not to say","Medium","UK","Paris",1,39.2729459854306,771.246463996882,"Sports","Toys",0.283203543608665,0.511634156059787,"Never",5,8.10012438695212,0.284807280160137,0.241089165147625,0.038311662171178,"No","No","Yes"
"CUST01169",2023-03-27,51,"Prefer not to say","Very High","USA","Berlin",4,51.0566498830769,374.296230700513,"Toys","Beauty",0.128421943877545,0.287286465962056,"Medium",5,6.44104625314985,0.373457042042902,0.16679850800611,0.393829517080233,"Yes","No","No"
"CUST01170",2022-12-02,33,"Other","High","UK","Paris",2,111.233398639858,150.869763572036,"Beauty","Clothing",0.162113389134973,0.350223906543438,"Never",3,4.79422495380887,0.0917126777898273,0.426674424017031,0.199018096560358,"Yes","No","Yes"
"CUST01171",2018-02-23,24,"Other","Very High","UK","New York",6,105.517817937801,748.598075374189,"Food","Home Goods",0.0439035096538622,0.420423483922848,"Medium",1,6.48876631477984,0.360913919579726,0.0728015272570259,0.121868885272461,"Yes","No","Yes"
"CUST01172",2019-12-28,29,"Prefer not to say","Very High","Japan","Paris",4,52.0354274913444,771.246463996882,"Sports","Sports",0.176202023634446,0.0517273254342265,"Never",2,6.9599984341166,0.137153489889396,0.238590148646637,0.261610981841363,"Yes","No","No"
"CUST01173",2022-03-25,39,"Other","Very High","Australia","London",5,144.204795153222,1222.92293365278,"Beauty","Home Goods",0.374666357959413,0.437855792141724,"Never",1,6.9599984341166,0.178976322736956,0.0396483371907517,0.0366130015569638,"Yes","No","No"
"CUST01174",2020-11-09,51,"Other","High","UK","Sydney",9,191.166566929232,404.271029776506,"Clothing","Clothing",0.323801330434117,0.267173937330892,"Never",2,5.50117869855024,0.150868668765148,0.106425428308399,0.0494491867379587,"Yes","No","No"
"CUST01175",2023-03-29,35,"Female","High","Canada","Los Angeles",1,59.354701217843,179.636207919501,"Food","Home Goods",0.283203543608665,0.265721624034329,"Never",5,5.51253718816463,0.113381161566208,0.128962705528797,0.0831398397195473,"No","No","No"
"CUST01176",2022-11-12,24,"Female","Very High","USA","London",1,57.3061075648322,107.795902620323,"Toys","Food",0.0908747850169445,0.37403607501436,"Medium",2,6.71082762529434,0.4069337412487,0.196536148279238,0.194082011207585,"No","No","No"
"CUST01177",2022-05-16,56,"Female","Very High","Germany","Berlin",10,91.5122531269335,899.895137646333,"Beauty","Books",0.389011189579987,0.181364375637184,"Low",3,8.10558580673861,0.16399985485306,0.179566694120692,0.118459675327259,"Yes","No","Yes"
"CUST01178",2023-03-30,15,"Prefer not to say","Low","USA","Los Angeles",4,157.552437024323,771.246463996882,"Beauty","Clothing",0.379900124259287,0.600306108213422,"Low",0,7.65564048366638,0.0869551490418512,0.364947012071076,0.414777401224213,"Yes","No","Yes"
"CUST01179",2020-04-29,24,"Prefer not to say","Low","Japan","New York",10,6.3518504214742,77.6024782030798,"Books","Toys",0.127840874443795,0.157967320462982,"Never",1,5.71356424278397,0.0245751438658157,0.216074303566947,0.1589126405187,"Yes","No","No"
"CUST01181",2018-01-03,61,"Other","Very High","UK","Berlin",2,48.4709266395562,771.246463996882,"Beauty","Clothing",0.446993012695252,0.178094839265083,"Low",2,10,0.1973032383091,0.114361323643797,0.253824641094396,"Yes","No","No"
"CUST01184",2020-06-11,30,"Other","High","Other","Other",4,191.166566929232,307.318983424805,"Books","Books",0.283203543608665,0.172662599028181,"Low",1,5.46334513559956,0.421594722016531,0.124561249548586,0.324842683802934,"Yes","Yes","No"
"CUST01185",2023-07-24,43,"Male","Low","Canada","Other",8,48.5499852782727,503.859617058402,"Toys","Sports",0.511975652161905,0.545180032777555,"Medium",1,8.30634365199572,0.171834501821545,0.315225605843762,0.199018096560358,"Yes","No","No"
"CUST01188",2021-10-12,30,"Female","Very High","Canada","Paris",0,21.1372203724895,771.246463996882,"Books","Home Goods",0.241678462124291,0.287286465962056,"High",3,7.91406294887361,0.147980302446388,0.218162157978904,0.332915663960494,"No","No","No"
"CUST01189",2021-07-14,21,"Prefer not to say","Low","Canada","London",7,41.7153581886529,239.315015494659,"Home Goods","Clothing",0.303905798701704,0.188481280855188,"High",4,7.27541487812808,0.0988336721676973,0.269801560056174,0.0308727512508056,"Yes","No","No"
"CUST01192",2020-09-14,59,"Male","Medium","UK","Sydney",2,26.4897079313199,9.49284295192822,"Books","Beauty",0.642782392667111,0.324467592306049,"Medium",1,6.39977037520412,0.128133935450898,0.0753554785766695,0.257905061017909,"Yes","Yes","Yes"
"CUST01193",2021-05-03,26,"Female","Very High","Australia","Los Angeles",4,10.5886438300177,83.4213171660938,"Home Goods","Food",0.476778508431131,0.0820097949588012,"Medium",2,8.93481098742579,0.128297321631162,0.356291294960666,0.142857427210041,"Yes","Yes","No"
"CUST01194",2020-07-09,32,"Other","Low","Canada","Sydney",5,18.5903314547304,19.2285792082243,"Beauty","Books",0.323219448677941,0.417796282495397,"High",4,7.57918881845579,0.361634751433507,0.199142408152466,0.125208696303978,"Yes","No","Yes"
"CUST01195",2021-09-17,53,"Prefer not to say","Very High","Germany","New York",4,27.365868038121,157.001207453731,"Clothing","Home Goods",0.0550430057793694,0.331488187171884,"Never",3,4.42891599593977,0.0994149895181218,0.0885413716314262,0.254613490046578,"Yes","No","No"
